1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
Payment System Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Month/Year,1   RTGS,,1.1  Customer Transactions,,1.2  Interbank Transactions,,1.3  Interbank Clearing,,+L2+K4:V5,,2.1  CBLO,,2.2  Govt. Securities Clearing,,2.2.1  Outright,,2.2.2  Repo,,2.2.3 Tri-party Repo,,2.3  Forex Clearing,,3   Paper Clearing,,3.1  Cheque Truncation System (CTS),,3.2  MICR Clearing,,3.2.1  RBI Centres,,3.2.2  Other Centres,,3.3  Non-MICR Clearing,,4   Retail Electronic Clearing,,4.1  ECS DR,,4.2  ECS CR (includes NECS),,4.3  EFT/NEFT,,4.4  Immediate Payment Service (IMPS),,4.6 National Automated Clearing House (NACH),,5   Cards,,5.1  Credit Cards,,5.1.1  Usage at ATMs,,5.1.2  Usage at POS,,5.2  Debit Cards,,5.2.1  Usage at ATMs,,5.2.2  Usage at POS,,6   Prepaid Payment Instruments (PPIs),,6.1  m-Wallet,,6.2  PPI Cards,,6.3  Paper Vouchers,,7   Mobile Banking,,8   Cards Outstanding,,8.1  Credit Card,,8.2  Debit Card,,9   Number of ATMs (in actuals),,10 Number of POS (in actuals),,11 Grand Total (1.1+1.2+2+3+4+5+6),
,Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores )
Oct-2019,128.92374,13861415.2,126.66193,8937536.16,2.23816,1475446.23,0.02365,3448432.88,2.60221,10134697.8,-,-,0.89598,6266764.47,0.53492,777815.655,0.18514,2220319.26,0.17592,3268629.55,1.70623,3867933.39,898.06623,660305.109,896.74664,659143.946,-,-,-,-,-,-,1.31959,1161.1632,8399.73729,2274304.97,0.00031,0.0331,0.16442,82.2862,2424,1860790,2369.29924,212660.443,3606.27332,200772.207,15176.4333,457310.585,2036.00032,71552.1779,8.37367,413.4523,2027.62665,71138.7255,13140.4329,385758.407,8590.42732,315632.808,4550.00566,70125.5985,4848.26318,18658.2571,3393.2542,15109.2432,1455.00898,3549.0139,0,0,12418.0054,532759.213,8969.80878,-,533.58641,-,8436.22237,-,229374,-,4825074,-,29454.0023,23958259.1
Sep-2019,114.42059,14298230.4,112.28466,9383141.63,2.11263,1700327.92,0.0233,3214760.88,2.83466,10186795.8,-,-,1.01358,5929702.05,0.66863,952087.085,0.17933,2075681.62,0.16562,2901933.35,1.82108,4257093.8,828.04234,591754.464,826.5467,590477.63,-,-,-,-,-,-,1.49564,1276.8336,7091.97183,2140620.91,0.00016,0.0183,0.12038,134.9688,2167,1811781,2041.6,183746.97,2883.25129,144957.953,13892.4333,389350.029,1802.88189,59845.3181,8.17667,392.1855,1794.70522,59453.1326,12089.5515,329504.711,7940.21516,273786.425,4149.33634,55718.2865,4033.61025,17835.3312,3402.11329,14674.5249,631.49696,3160.8062,0,0,10980.2555,470168.165,8881.83567,-,525.89719,-,8355.93848,-,227886,-,4589727,-,25963.2897,24409826.1
Aug-2019,118.79496,14842137.7,116.56035,9829147.02,2.21095,1694481.6,0.02366,3318509.13,3.34167,10510798.8,-,-,1.2951,6471124.98,0.93222,1292194.74,0.18595,2162776.64,0.17693,3016153.6,2.04657,4039673.86,878.22062,637093.478,875.54973,635054.551,-,-,-,-,-,-,2.67089,2038.927,7299.24229,2136862.52,0.03565,6.7338,3.38453,913.918,2212.6,1796152.8,2003.1,189112.88,3080.12211,150676.186,14240.5836,405536.028,1804.30796,60010.9238,8.57567,410.3343,1795.73229,59600.5895,12436.2756,345525.104,8143.08309,287447.528,4293.1926,58077.5761,4070.66465,18323.5516,3491.17735,15462.2697,579.4873,2861.2819,0,0,10072.4319,328042.98,8778.95858,-,517.65489,-,8261.30369,-,228170,-,4409250,-,26610.8241,25232243
Jul-2019,127.44781,16004194.3,125.06822,10886126.2,2.35274,1690930.41,0.02685,3427137.67,3.61953,11683805.8,-,-,1.77924,7518961.89,1.35958,1766292.2,0.22878,2562517.24,0.19088,3190152.45,1.84029,4164843.94,937.13041,682193.847,934.30107,680014.522,-,-,-,-,-,-,2.82934,2179.3252,6887.21143,2114124.47,0.22124,4.1418,2.82199,968.0414,2194.1926,1784264.3,1892.76259,182021.006,2797.21301,146866.986,14209.3753,400703.078,1792.82148,60025.2568,8.66443,408.8705,1784.15705,59616.3862,12416.5538,340677.821,8160.1477,282132.751,4256.40612,58545.0702,4075.89007,18436.9424,3469.03863,15732.954,606.85144,2703.9884,0,0,9175.84184,533846.147,8656.49635,-,502.63911,-,8153.85724,-,227629,-,4252850,-,26240.6477,27476320.8
Jun-2019,118.25641,15299131.4,115.99295,10177607.7,2.2395,1824134.85,0.02396,3297388.79,3.10141,10918362.6,-,-,1.48385,6828452.44,1.11237,1507446.32,0.20472,2441203.67,0.16676,2879802.45,1.61756,4089910.25,839.64318,631026.439,836.46297,628245.83,-,-,-,-,-,-,3.18021,2780.6093,6436.48461,2058081.45,0.26889,9.0956,3.29926,924.3439,1991.40026,1749645,1713.25093,173019.272,2728.26527,134483.747,13766.6501,398172.959,1640.45532,57316.7778,8.12043,388.3622,1632.33489,56928.4156,12126.1948,340856.181,8004.84063,283402.894,4121.35421,57453.2877,3898.18845,17763.557,3344.89124,15254.2606,553.29721,2509.2964,0,0,8486.064,497543.057,8615.92636,-,496.48103,-,8119.44533,-,226839,-,4068954,-,25062.3002,26025149.7
May-2019,124.91084,15837963.2,122.24083,10488616.3,2.64307,1908765.72,0.02694,3440581.22,3.14633,10898782.3,-,-,1.27076,6443830.26,0.85941,1032917.72,0.22452,2416630.84,0.18683,2994281.7,1.87557,4454952.11,921.11318,717078.46,917.67002,713687.504,-,-,-,-,-,-,3.44316,3390.9554,6838.13947,2483416.15,0.32797,9.2691,2.93651,776.8162,2176.80014,2127773.88,1833.25238,180456.439,2824.82247,174399.742,14022.837,414413.345,1740.42606,61699.7857,8.89516,417.3211,1731.5309,61282.4646,12282.411,352713.56,8157.10204,294666.756,4125.30896,58046.8033,4189.97872,18297.3786,3674.54614,15727.0843,515.43258,2570.2942,0,0,8417.38397,485008.294,8493.57875,-,489.20802,-,8004.37073,-,227227,-,3845111,-,26100.0986,26929369.7
Apr-2019,114.75242,14848120.2,112.27648,9308065.92,2.45265,1937265.52,0.02329,3602788.8,2.47587,9507803.45,-,-,0.9009,4874872.68,0.58435,791580.259,0.16149,1685733.58,0.15506,2397558.85,1.57497,4632930.77,897.93159,726811.819,893.57858,723532.669,-,-,-,-,-,-,4.35301,3279.1494,7318.52427,2380105.16,0.28593,9.2153,5.17811,1186.8623,2034.38935,2054669.35,1850.44153,169197.076,3428.22935,155042.66,13897.7479,397862.899,1677.85442,58115.6931,8.64856,401.6582,1669.20586,57714.0349,12219.8935,339747.206,8089.09049,284396.333,4130.80303,55350.873,4209.74266,18553.866,3806.23062,15975.1707,403.51204,2578.6953,0,0,8812.34603,402017.506,9082.91523,-,479.968,-,8602.94723,-,227164,-,3757621,-,26441.1514,24276468.6
Mar-2019,136.43094,19069310.1,133.54762,12555100.3,2.85772,2317834.49,0.0256,4196375.29,2.78544,10314777.4,-,-,0.93453,5373104.81,0.59384,736113,0.16515,1854059.26,0.17554,2782932.55,1.85091,4941672.62,997.57124,765815.356,991.6151,761047.443,-,-,-,-,-,-,5.95614,4767.9125,7273.18732,2887855.02,0.24122,8.9775,2.52315,1047.5876,2423.88503,2547001.08,1901.80056,176288.88,2944.73736,163508.499,14622.6357,400072.504,1632.74155,58062.1414,8.62737,398.3283,1624.11418,57663.8131,12989.8941,342010.363,8914.23739,288999.214,4075.6568,53011.149,4272.40089,18598.8708,3846.67667,15785.8639,425.72422,2813.007,-,-,8729.26509,440152.745,9529.01762,-,470.886,-,9058.13162,-,221703,-,3722229,-,27304.9859,29260054
Feb-2019,110.88044,14646818.8,108.3753,9457625.71,2.48163,1818359.43,0.02351,3370833.72,2.72182,9896252.73,-,-,0.99654,5979584.97,0.64735,791297.469,0.16734,2115491.36,0.18185,3072796.15,1.72528,3916667.76,869.92588,641449.087,862.74417,636968.426,-,-,-,-,-,-,7.18171,4480.6614,6336.1057,2202620,0.33004,14.968,3.73297,1440.4925,2011,1921430,1663.73374,149342.604,2657.30895,130391.937,13065.2571,353805.837,1421.28778,48866.2016,7.92599,370.0441,1413.36179,48496.1575,11643.9693,304939.636,8179.15222,259430.733,3464.8171,45508.902,3848.51382,16497.226,3448.27036,14081.6874,400.24346,2415.5386,0,0,7394.05947,304725.052,9770.06019,-,460.616,-,9309.44419,-,221786,-,3636851,-,24233.3812,24386610
Jan-2019,117.80241,15657031.8,115.04066,10699192.2,2.74894,1780510.91,0.01281,3177328.69,3.14099,10083212.6,-,-,1.14688,6224917.46,0.76283,877341.845,0.18256,2120686.47,0.20149,3226889.15,1.99411,3858295.17,944.27949,686762.973,935.96322,680443.282,-,-,-,-,-,-,8.31627,6319.6906,6219.6024,2241503.08,0.27372,11.5815,4.04815,906.5467,2051.31597,1966262.39,1715.08227,152296.814,2448.88229,122025.749,14144.418,372038.434,1604.28967,55346.0066,8.6357,394.2715,1595.65397,54951.7352,12540.1283,316692.427,8804.81648,266124.197,3735.31187,50568.2304,4464.7059,19150.4914,3982.66442,15900.4562,482.04148,3250.0352,0,0,7108.97776,295973.893,9685.66544,-,451.71,-,9233.95544,-,221848,-,3657596,-,25893.9364,25882370.7
Dec-2018,113.19551,14583003.7,110.51975,10133855.9,2.65139,1508517.05,0.02437,2940630.81,3.17538,10227320.4,-,-,1.21086,6321383.24,0.85982,1137750.16,0.16978,2165473.13,0.18126,3018159.95,1.96452,3905937.25,925.24141,668741.881,917.14274,662641.919,-,-,-,-,-,-,8.09867,6099.962,6201.03219,2226869.75,0.27347,16.4802,5.00472,1079.9932,1947.81205,1957040,1769.32019,146898.582,2478.62176,121834.695,14602.1261,421565.887,1592.17121,54643.1772,8.7523,403.2349,1583.41891,54239.9423,13009.9549,366922.71,9143.07302,313901.299,3866.88194,53021.4103,4417.65625,18921.8442,3929.94335,16368.1,487.7129,2553.7442,0,0,6614.27835,277632.886,10023.638,-,442.138,-,9581.5,-,220051,-,3595912,-,26262.4025,25205792.8
Nov-2018,109.65432,13003006.8,106.97992,9116291.88,2.65215,1192218.53,0.02225,2694496.38,2.5403,8996284.82,0.01951,269359,0.89362,5348944.76,0.58809,737819.345,0.15897,2260312.82,0.14656,2350812.6,1.62717,3377981.06,866.56476,622927.584,856.69506,615356.785,0,0,0,0,0,0,9.8697,7570.7992,5916.47566,2103496.63,0.32891,24.6991,4.72626,1213.8666,1942.13934,1824668,1499.40188,134756.74,2469.87927,142833.328,13626.0832,383808.783,1466.46407,51997.4039,8.00554,376.0886,1458.45853,51621.3153,12159.6192,331811.379,8402.33143,277900.173,3757.28777,53911.2057,3941.65466,18519.0365,3473.24984,16107.8237,468.40482,2411.2128,0,0,5759.9108,249251.581,10357.984,-,432.354,-,9925.63,-,220114,-,3510859,-,24462.9507,22433547.2
Oct-2018,118.63809,14215255.3,115.81093,9794407.73,2.80387,1391266.94,0.02329,3029580.66,3.22505,11501755.8,0.21689,3259757.15,0.88012,3957139.62,0.67167,770186.413,0.20845,3186953.2,-,-,2.12804,4284859.09,989.14212,702639.085,978.00206,694847.379,0,0,0,0,0,0,11.14006,7791.7066,6121.23879,2204440.42,0.37039,24.5904,6.63809,1602.9077,2090.39692,1922703,1546.22845,140306.536,2477.60494,139803.388,14242.1628,404186.844,1619.7307,56601.7315,9.08597,418.2309,1610.64473,56183.5006,12622.4321,347585.113,8696.35176,293398.889,3926.08041,54186.2237,4202.02021,22127.8255,3684.49362,18785.8811,517.52659,3341.9443,0,0,5596.22014,248084.86,10412.8455,-,426.752,-,9971.057,-,220154,-,3450355,-,25676.4038,26020824.7
Sep-2018,104.00289,13125797.3,101.39721,9180684.1,2.58423,1223050.02,0.02145,2722063.24,3.05286,9339477.02,0.1754,2589794.8,0.89942,3072867.07,0.72531,756009.431,0.17411,2316857.64,-,-,1.97804,3676815.15,880.55551,634624.195,872.78725,628978.553,0,0,0,0,0,0,7.76826,5645.6426,5524.58642,2032847.82,0.3784,30.5044,5.22407,1027.6358,1810.13952,1801550,1357.35432,125639.826,2351.49011,104599.854,13001.1701,361339.32,1390.30687,46478.5977,8.00216,371.8087,1382.30471,46106.789,11610.8633,314860.722,7986.4633,269059.722,3624.4,45801,3578.5563,17749.1853,3241.59126,15102.4135,336.96504,2646.7718,0,0,4896.65418,217646.385,10242.2493,-,417.758,-,9824.49131,-,221492,-,3393396,-,23091.9027,22789771.6
Aug-2018,110.11869,13823620.2,107.41007,9799352.96,2.68649,1122056.66,0.02213,2902210.64,2.97066,9174459.12,0.17988,2467691.85,0.78453,2951602.43,0.6081,728464.77,0.17643,2223137.66,-,-,2.00625,3755164.84,945.10255,670790.649,934.16647,663270.67,0,0,0,0,0,0,10.93608,7519.979,5872.00803,2107167.1,4.11372,972.8952,0.53202,28.6932,1931.99377,1871245,1335.78099,123733.511,2599.58753,111187,13077.3509,373320.205,1450.4082,48372.135,8.39033,386.2353,1442.01787,47985.8997,11626.9427,324948.07,8055.22146,275976.136,3571.7213,48971.9343,3733.89728,18994.484,3411.03697,15586.5174,322.86031,3407.9666,0,0,3927.94072,208568.847,10212.3838,-,410.41092,-,9801.97288,-,221083,-,3332484,-,23741.426,23266141.1
Jul-2018,109.69882,13862854.4,106.8722,9964634.96,2.80335,1236656.31,0.02327,2661563.17,3.0633,9522190.08,0.1981,2704028.05,0.81387,2982878.91,0.61508,665481.622,0.19879,2317397.29,-,-,2.05133,3835283.12,953.85636,683396.665,941.87,674996,0,0,0,0,0,0,11.98636,8400.6654,5649.38533,1962133.02,0.42183,27.671,5.68985,1389.6301,1806,1732140,1273.7662,117166.563,2563.50745,111409.162,12949.2152,364817.016,1458.10422,48134.8472,8.04212,372.3191,1450.0621,47762.5281,11491.111,316682.169,7817.58131,268375.966,3673.52976,48306.2027,3517.99537,17518.5508,3251.78811,15202.4086,266.20726,2316.1421,0,0,3560.82574,205982.498,10021.6601,-,401.66013,-,9620,-,221463,-,3268817,-,23183.1912,23751346.6
Jun-2018,114.32788,14254157.9,111.36885,10113388.9,2.93612,1306513.8,0.02291,2834255.11,3.0278,9261943.58,0.18211,2482884.2,0.79003,3063942.22,0.58834,667082.608,0.20169,2396859.62,-,-,2.05566,3715117.16,972.98669,719670.837,963.88094,709278.423,0,0,0,0,0,0,9.10575,10392.4142,5335.85577,2126195.68,1.2906,76.6242,3.977,1234.9426,1771.52938,1901708.13,1204.91171,113011.573,2354.14708,110164.412,12482.5833,362630.566,1367.25242,46632.7165,7.48395,352.8011,1359.76847,46279.9154,11115.3309,315997.85,7527.11129,268075,3588.21967,47922.8501,3329.52363,16345.6179,3096.18844,14631.8189,233.14805,1664.9631,0.18714,48.836,3229.73792,196604.941,9836.54747,-,393.80747,-,9442.74,-,221606,-,3311184,-,22238.2822,23906689
May-2018,114.94398,13235383.9,111.91924,9376533.92,3.00042,1195559.39,0.02432,2663290.65,3.28634,9421492.52,0.17758,2327832.35,0.7767,2927716.21,0.57263,604564.402,0.20407,2323151.81,-,-,2.33206,4165943.96,967.71102,722066.753,952.49533,710241.946,0,0,0,0,0,0,15.21569,11824.8074,5271.9533,1921468.77,0.76513,26.9302,4.98697,1029.193,1729.13792,1715196.38,1166.20508,108574.957,2370.8582,96641.3024,12392.0555,359193.95,1390.39268,47634.7851,7.48783,350.0192,1382.90485,47284.7658,11001.6628,311559.165,7480.41999,264750.741,3521.24283,46808.4236,3503.6142,15520.6587,3254.08096,14047.4401,249.34761,1456.5876,0.18563,16.631,2679.1289,178943.841,9625.6663,-,386.0463,-,9239.62,-,222285,-,3247096,-,22253.54,23011835.9
Apr-2018,106.60274,12075820.3,103.71486,8245743.65,2.86683,1158830.97,0.02105,2671245.68,3.17537,8811872.11,0.14882,2039115.55,0.98171,2727505.42,0.82698,882896.358,0.15473,1844609.07,-,-,2.04484,4045251.14,924.67111,727179.876,909.32869,715521.154,0,0,0,0,0,0,15.34242,11658.7221,5411.21856,1858984.08,0.47583,24.0986,6.49129,1233.8568,1673.5233,1632664.11,1095.50832,102240.285,2635.21982,122821.735,12257.5048,355430.792,1330.45787,45176.5883,7.27175,339.6149,1323.18612,44836.9735,10927.0469,310254.203,7589.38556,264797.072,3337.66143,45457.1313,3261.74888,13379.5522,2792.87891,11694.6541,468.7023,1662.918,0.16767,21.9802,2506.1905,134839.369,9441.39657,-,377.82876,-,9063.56781,-,220441,-,3193356,-,21964.9004,21171421
Mar-2018,126.85495,15877965,123.60962,11249868,3.22533,1384162,0.02,3243935,2.73836,8698500,0.16501,2261448,0.78393,2513115,0.6354,671621,0.14853,1841494,-,-,1.78942,3923937,1056.49426,783380.5271,1036.2,768216,0,0,0,0,0,0,20.29426,15164.5271,5398.547,2490183.5665,0.72395,27.1547,3.05685,905.4238,2120.1055,2254077.144,1101.538,103804.023,2173.1227,131369.821,12219.2095,352884.2946,1280.77981,44677.4008,7.85732,369.3419,1272.92249,44308.0589,10938.42969,308206.8938,7749.4383,266350.1809,3188.99139,41856.7129,2936.55707,11881.9006,2687.92101,10096.9759,248.37606,1729.4884,0.26,55.4363,2399.01614,141503.4605,8985.60955,-,374.84955,-,8610.76,-,222247,-,3083067,-,21740.38114,24970860.2888
Feb-2018,106.2894,11412356.6436,103.40014,8213479.7455,2.8685,963083.2769,0.02076,2235793.6213,2.82331,8501652.014,0.16029,2326418.55,0.73183,2745977.504,0.57157,627398.534,0.16026,2118578.97,-,-,1.93119,3429255.96,935.608,656854.0165,918.20933,645356.0941,0,0,0,0,0,0,17.39867,11497.9224,4755.1395,1667829.9186,0.94366,40.2005,4.86864,933.9493,1655.87412,1484390.441,992.45308,88270.3278,2101,94195,11157.26681,322505.1559,1154.42603,37981.3654,6.89402,321.6302,1147.53201,37659.7352,10002.84078,284523.7905,7182.76986,247487.1512,2820.07092,37036.6393,3453.66155,14958.5834,3100.12954,13103.5026,353.23201,1764.9491,0.3,90.1318,2232.48925,113660.4313,8923.80742,-,369.35373,-,8554.45369,-,221687,-,3079487,-,20410.76781,20340362.7108
Jan-2018,111.61079,13366522.0306,108.45595,9586637.0235,3.13281,1162202.8689,0.02203,2617682.1383,3.50479,10156041.28,0.19796,2988305.55,0.99055,3226523.5,0.8066,869666.38,0.18395,2356857.12,-,-,2.31628,3941212.23,990.58737,699949.1656,967.11463,679259.9419,0,0,0,0,0,0,23.47274,20689.2237,4893.4624,1708748.0761,1.16014,79.1485,4.97727,991.4536,1702.14005,1537406.699,995.58,88213.57,2189.60494,82057.205,11736.64434,337902.4069,1307.25181,41778.0449,7.45019,340.8923,1299.80162,41437.1526,10429.39253,296124.362,7415.64703,255021.6757,3013.7455,41102.6863,3612.00624,14771.2235,3262.97769,12562.7417,348.68199,2076.2772,0.34656,132.2046,2150.09305,111407.8344,8829.35734,-,362.3824,-,8466.97494,-,221620,-,3061817,-,21347.7939,23666252.0444
Dec-2017,108.95039,12809884.9663,105.80587,9055783.2528,3.12405,1034995.707,0.02047,2719106.0065,2.79681,8806266.91,0.1703,2365746.1,0.8509,3006797.11,0.6866,845370.44,0.1643,2161426.67,-,-,1.77561,3433723.7,964.3805,675249.5544,945.73705,656396.6999,0,0,0,0,0,0,18.64345,18852.8545,4699.55589,1746468.1163,1.27603,83.7217,5.14542,724.3174,1690.49753,1577920.198,980.05541,87106.1904,2022.5815,80633.6888,11788.02514,346996.9464,1244.82521,42197.7305,7.13363,334.0599,1237.69158,41863.6705,10543.19993,304799.2159,7619.31584,264038.9161,2923.88409,40760.2998,3198.47455,14334.4834,2883.70802,12567.5781,314.44116,1634.0297,0.32537,132.8756,2065.18029,105700.1784,8779.67393,-,354.96202,-,8424.71191,-,221832,-,3027382,-,20762.16281,21680094.9703
Nov-2017,108.27379,12357936.3136,105.0736,8755012.9041,3.17869,1086035.904,0.0215,2516887.5055,3.31192,10137715.7114,0.19253,2779458.6,1.0858,3537984.658,0.89077,1084019.268,0.19503,2453965.39,-,-,2.03359,3820272.4534,985.98898,677470.6361,962.97531,663393.9195,0,0,0,0,0,0,23.01367,14076.7166,4600.95923,1562079.8678,1.31249,82.5631,5.36508,1037.9436,1619.68321,1388399.8352,894.89486,78257.7231,2079.70359,94301.8027,11188.84416,325408.068,1165.8753,39616.6,6.8753,320.4,1159,39296.2,10022.96886,285791.468,7313.32595,249272.17,2709.64291,36519.298,2361.63954,13321.3963,1866.74003,9387.8441,494.5382,3770.539,0.36131,163.0132,1849.69711,106541.9411,8676.63959,-,347.75605,-,8328.88354,-,221350,-,2998733,-,19248.99612,22557044.4877
Oct-2017,100.01476,11580799.7143,97.09465,8208441.6066,2.89962,997167.9172,0.02049,2375190.1905,2.68883,8687355.685,0.16246,2298183.4,0.77634,2786313.025,0.61155,760453.165,0.16479,2025859.86,-,-,1.75003,3602859.26,964.09663,647885.9204,944.35013,634016.3149,0,0,0,0,0,0,19.7465,13869.6055,4446.16646,1559869.6063,1.20589,83.1514,5.00323,1072.1037,1587.80244,1385127.791,881.22215,75041.6125,1970.93275,98544.9477,11459.14351,336721.3945,1240.43614,42259.991,6.79823,321.0133,1233.63791,41938.9777,10218.70737,294461.4036,7418.67386,253321,2800.03351,41140.4036,2451.75128,11697.664,2012.28639,8659.5068,439.1133,2879.8835,0.35159,158.2737,1506.7541,91702.4964,8601.25173,-,338.70443,-,8262.5473,-,221314,-,2958301,-,19423.84098,20449139.794
Sep-2017,96.0802,12773070.2471,93.15293,9152164.5608,2.90748,1082648.2979,0.01979,2538257.3884,3.03085,9276381.629,0.16915,2377802,1.00073,3401348.739,0.82276,1109806.389,0.17797,2291542.35,-,-,1.86097,3497230.89,943.7445,642999.1812,921.55566,627152.6312,0,0,0,0,0,0,22.18884,15846.55,4277.15739,1562423.3391,1.37095,83.5933,4.77652,960.056,1576.70941,1418214.127,828.50481,71759.5872,1865.7957,71405.9757,11060.65448,316662.1735,1132.86775,37776.105,6.54546,310.6391,1126.32229,37465.466,9927.78673,278886.0684,7264.17206,241953.9903,2663.61467,36932.0781,2402.89529,10977.3309,1994.84685,8153.9621,407.6234,2618.7904,0.42504,204.5784,1138.93233,86219.8486,8531.06,-,333.42644,-,8197.62867,-,221722,-,2900038,-,18783.54292,22044256.5123
Aug-2017,94.58002,11382758.2757,91.578,7915780.9184,2.98152,1000558.3661,0.0205,2466418.9912,2.68383,8749900.885,0.16684,2278417.65,0.84305,3195978.245,0.67478,979575.255,0.16827,2216402.99,-,-,1.67394,3275504.99,948.07215,640359.4105,920.49,622434.1132,0,0,0,0,0,0,27.58215,17925.2973,4427.85586,1398808.5064,1.15543,82.9689,6.31622,1095.6019,1516.05601,1250037.8,756.6002,65149.4695,2147.728,82442.666,11020.18747,307564.4328,1159.85835,36603.3304,6.59263,304.5469,1153.26572,36298.7835,9860.32912,270961.1023,7184.09781,235295.7184,2676.23131,35665.3839,2611.40424,10287.6173,2254.34724,7262.354,356.72272,2853.3094,0.33428,171.9538,982.48733,80506.3871,8435.14303,-,326.45679,-,8108.68624,-,222568,-,2882422,-,19104.76307,20023260.1364
Jul-2017,93.82061,11056209.9904,90.66138,7767579.9795,3.13877,947345.9788,0.02046,2341284.032,2.96464,8666362.683,0.16712,2173645.8,1.14394,3404729.273,0.98261,1340046.963,0.16133,2064682.31,-,-,1.65358,3087987.61,953.51848,657252.3983,921.99,634249.9912,0,0,0,0,0,0,31.52848,23002.4071,4321.99962,1347166.5323,1.39542,92.9984,4.26591,1090.2332,1481.38696,1201159.884,690.71738,60476.1763,2144.23395,84347.2405,10765.45274,296421.7528,1113.75512,34214.5921,6.13206,284.8509,1107.62306,33929.7411,9651.69762,262207.1607,7039.13571,227076.1157,2612.56191,35131.045,2702.42209,9856.4666,2354.63227,6934.3888,347.37332,2707.2349,0.4165,214.8429,1035.3734,81161.4218,8361.08052,-,320.56929,-,8040.51123,-,222653,-,2840113,-,18840.15772,19691985.7915
Jun-2017,98.3005,11620057.3726,95.12055,8333094.8235,3.16244,948163.3835,0.01751,2338799.1656,3.04259,9091903.148,0.17108,2189227.55,1.22747,3691397.178,1.05577,1370991.888,0.1717,2320405.29,-,-,1.64404,3211278.42,954.66312,666943.3093,918.53,640994.8993,0,0,0,0,0,0,36.13312,25948.41,4267.50863,1411317.0378,1.33765,89.2804,6.42335,1048.6665,1523.41827,1269419.773,658.43283,59654.5244,2077.89653,81104.7935,10376.63182,299533.5582,1100.26442,35750.3122,5.54992,267.0872,1094.7145,35483.2251,9276.3674,263783.246,6678.06,225692.8,2598.3074,38090.446,2556.49919,8507.0689,2216.3026,5309.8238,339.74099,2986.97,0.4556,210.2751,1157.29,180764.8321,8290.19581,-,314.777,-,7975.41881,-,222926,-,2776949,-,18256.62834,20759462.3291
May-2017,104.34848,11331268.8966,100.85516,8071662.093,3.47481,945390.3605,0.01851,2314216.443,2.86315,8620268.951,0.16501,2176985.8,0.95475,3115092.251,0.79803,992666.291,0.15672,2122425.96,-,-,1.74339,3328190.9,1016.27968,709999.6182,970.75,674589.1658,0,0,0,0,0,0,45.52968,35410.4524,4273.5588,1376840.3387,1.6586,105.8493,6.23113,1036.2712,1558.203,1241081.11,667.16607,58559.1082,2040.3,76058,10411.94269,290571.151,1158.76892,36401.5865,5.464,260.9028,1153.30492,36140.6838,9253.17377,254169.5644,6554.7169,216391.7763,2698.45687,37777.7881,2780.83832,10669.3582,2417.19392,7194.0998,363.23648,3274.531,0.40792,200.7274,1142.57226,213420.2665,8212.13801,-,308.56236,-,7903.57565,-,222813,-,2692986,-,18589.81261,20025401.8707
