Month/Year,1   RTGS,,1.1  Customer Transactions,,1.2  Interbank Transactions,,1.3  Interbank Clearing,,+L2+K4:V5,,2.1  CBLO,,2.2  Govt. Securities Clearing,,2.2.1  Outright,,2.2.2  Repo,,2.2.3 Tri-party Repo,,2.3  Forex Clearing,,3   Paper Clearing,,3.1  Cheque Truncation System (CTS),,3.2  MICR Clearing,,3.2.1  RBI Centres,,3.2.2  Other Centres,,3.3  Non-MICR Clearing,,4   Retail Electronic Clearing,,4.1  ECS DR,,4.2  ECS CR (includes NECS),,4.3  EFT/NEFT,,4.4  Immediate Payment Service (IMPS),,4.6 National Automated Clearing House (NACH),,5   Cards,,5.1  Credit Cards,,5.1.1  Usage at ATMs,,5.1.2  Usage at POS,,5.2  Debit Cards,,5.2.1  Usage at ATMs,,5.2.2  Usage at POS,,6   Prepaid Payment Instruments (PPIs),,6.1  m-Wallet,,6.2  PPI Cards,,6.3  Paper Vouchers,,7   Mobile Banking,,8   Cards Outstanding,,8.1  Credit Card,,8.2  Debit Card,,9   Number of ATMs (in actuals),,10 Number of POS (in actuals),,11 Grand Total (1.1+1.2+2+3+4+5+6),
,Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores ),Volume (Lakh),Value( Rupees Crores )
Sep-2014,77.1974,8811120.426,73.44288,6064001.236,3.74421,1088921.277,0.01031,1658197.913,2.6505,6726221,0.18827,1587852,0.83186,2273103,0.71911,702021,0.11275,1571082,-,-,1.63037,2865266,1037.72582,750549.3814,856.25038,609158.7048,2.23531,2841.80262,0.5063,981.065066,1.72901,1860.737554,179.24013,138548.874,1383.36189,586893.3907,184.46221,14009.40014,110.54237,21158.16159,880,539336,57.96001,4295,150.3973,8094.828964,7070.62591,210564.6152,505.02809,15366.62051,3.37183,184.298519,501.65626,15182.32199,6565.59782,195197.9947,5916.60275,185464.9271,648.99507,9733.06762,228.42242,1758.146992,187.69296,673.678722,40.17317,810.923425,0.55629,273.544845,131.72456,8268.423096,4509.27868,-,198.84463,-,4310.43405,-,176829,-,1097199,-,9799.97363,15428909.05
Aug-2014,69.68793,6932709.29,66.21046,4654569.088,3.46801,902457.4732,0.00946,1375682.729,2.12332,5381098,0.16576,1339760,0.61369,1595432,0.53168,527434,0.08201,1067998,-,-,1.34387,2445906,978.41132,695943.9651,794.15421,552241.2767,7.9306,7359.161863,1.48961,1293.877009,6.44099,6065.284854,176.32651,136343.5266,1105.48653,505557.281,201.09816,19660.86808,85.53463,18165.58848,669.78025,452039.8244,47.97349,3520,101.1,12171,7058,208238,508.5,15251,3.2,173,505.3,15078,6549.5,192987,5873.3,182518,676.2,10469,200.03466,1415.120788,165.81683,575.639389,33.81234,653.60861,0.40549,185.872789,122.3879,4857.654118,4437.3,-,197.8,-,4239.5,-,174136,-,1083061,-,9413.7343,12349278.93
Jul-2014,75.47009,7256883.434651,71.70093,4837616.318362,3.75893,900270.53748,0.01023,1518996.578809,2.5728,6430313.457,0.19327,1458750,0.89059,2080550.557,0.79431,803178.887,0.09628,1277371.67,-,-,1.48894,2891012.9,1051.80866,752859.496821,846.92265,594973.753724,20.9009,16662.493643,6.10134,5882.507271,14.79956,10779.986372,183.98511,141223.249454,1113.72115,499500.492432,182.86648,13468.350371,80.40831,14779.31991,716.73336,457783.411673,42.60701,3019,91.10599,10450.410478,6988.40584,210770.622227,512.40307,15380.46862,3.1983,171.848002,509.20477,15208.620618,6476.00277,195390.153607,5829.63261,185486.974019,646.37016,9903.179589,187.09978,1288.644196,155.23657,552.069177,31.45901,545.988413,0.4042,190.586607,115.4,4422,4335.33317,-,196.14232,-,4139.19085,-,171955,-,1095901,-,9419.06809,13632619.568518
Jun-2014,74.74505,8026423.69515,70.99671,5409201.541032,3.73821,1215095.622594,0.01013,1402126.531524,2.72469,6856704.787,0.17526,1365755.2,1.10412,2452318.727,1.00444,1047957.587,0.09968,1404361.14,-,-,1.44531,3038630.86,958.40336,726607.893378,756.37999,548767.30433,39.7341,35264.832239,14.63327,12858.046276,25.10083,22406.785963,162.3,142576,1052.52021,488901.054957,172.12842,13083.190573,100.9608,15576.699041,678.57492,450952.321744,37.06309,2610.056,63.79298,6678.787599,6639.41248,203585.647566,485.689,15027.124972,3.06826,166.55655,482.62074,14860.568422,6153.72348,188558.522594,5558.0958,179285.082254,595.62768,9273.44034,165.84616,1103.700656,137.11511,466.210242,28.22357,401.168976,0.50748,236.321439,107.28715,3985.322553,4285.10992,-,194.7655,-,4090.34442,-,169505,-,1088708,-,8893.64182,14901200.247183
May-2014,77.97967,7209203.83602,74.09089,4731239.006643,3.87825,1106924.223746,0.01053,1371040.605631,2.67302,6174006,0.16006,1149540,1.02426,2327502,0.94183,995737,0.08243,1331765,-,-,1.4887,2696964,999.17396,511024.914101,782.56961,317457.408805,62.38964,47676.06236,23.00721,17750.435647,39.38243,29925.626713,154.2,145891,1070.37464,475198.70202,178.77513,13077.343841,115.16561,17033.217976,691.067,430737.86,32.96212,2416,52.40478,11934.280203,6748.99989,212170,475.49989,15213,3.09989,167,472.4,15046,6273.5,196957,5681.3,187375,592.2,9582,162.48582,1018.821128,135.71417,436.974984,26.39125,411.230495,0.3804,170.615649,108.9,3882,4211.11237,-,193.91237,-,4017.2,-,166730,-,1081466,-,9061.67647,13211581.667638
Apr-2014,72.67927,7129524.111555,69.183,4652898.11095,3.48731,1158043.159278,0.00896,1318582.841326,2.00141,5243062,0.13721,1036753,0.66433,1792069,0.58625,602075,0.07808,1189994,-,-,1.19987,2414240,999.18452,806563.424417,735.42945,569011.065309,91.12256,75229.69374,29.27109,22685.290587,61.85147,52544.403153,172.6,162323,1072.17993,464576.242095,178.57611,12301.117714,108.82126,18626.172452,706.151,421955.87,31.14716,2156,47.4844,9537.08193,6570.42472,197770.926215,467.41745,14739.887034,2.99585,163.352556,464.4216,14576.534479,6103.00727,183031.039181,5540.34275,174346.255774,562.66452,8684.783406,157.25985,990,130.7,403,26.1,375,0.45985,212,101.7,3296,4188.78492,-,192.26475,-,3996.52017,-,164503,-,1076289,-,8873.72074,12523903.862955
Mar-2014,86.36556,9924504.309415,82.1519,6521262.816052,4.20314,1656121.348352,0.01052,1747120.145012,1.95148,5357635.8375,0.15699,1456171.25,0.48753,1010322.4975,0.45463,436566.5475,0.0329,573755.95,-,-,1.30696,2891142.09,1105.04799,875074.562917,729.69827,601268.723413,108.18653,81800.495604,38.38653,31442.495604,69.8,50358,267.16319,192005.3439,1223.64533,572881.338301,177.42245,12634.438032,106.08209,21478.657645,828.31069,531222.777,29.98331,2050.025717,81.84679,5495.439907,6748.80957,202901.858704,464.01963,14714.900207,2.96548,166.169569,461.05415,14548.730638,6284.78994,188186.958496,5714.97661,179609.893256,569.81333,8577.065241,165.71989,979.992661,140.7,399,24.5,325,0.51989,255.99266,107.39917,3391.12407,4136.03305,-,191.81567,-,3944.21738,-,160055,-,1065984,-,9331.5293,15186857.754485
Feb-2014,66.50534,6494305.887386,63.14176,4225935.775355,3.36049,1060855.112031,0.00922,1207515,1.79114,4252490,0.13564,1165344,0.60323,1065013,0.57198,561083,0.03125,503930,-,-,1.05227,2022133,938.92905,690105.610678,652.78637,470440.027645,122.68913,87818.742038,37.58913,27553.742038,85.1,60265,163.45355,131846.840996,1137.65985,400615.894389,156.13119,11278.667837,110.05653,17596.246899,641.54201,365604.7,22.27142,1455.601294,207.6587,4680.678359,5914.88592,177846.5964,410.63222,12833.0794,2.54956,140.0094,408.08266,12693.07,5504.2537,165013.517,5015.266,157578.5,488.9877,7435.017,141.1,758,119.9,325,20.8,270,0.4,163,88.6,2636,4056.3464,-,190.5221,-,3865.8243,-,150008,-,1035623,-,8200.86821,10808606.988854
Jan-2014,71.25116,7697820.815939,67.41602,4889945.638373,3.82448,1302237.449931,0.01066,1505637.727636,2.30966,5387741,0.16,1445991,0.89427,1453969,0.85427,843578,0.04,610391,-,-,1.25539,2487781,1041.45282,767084.577981,667.63618,499188.917217,205.79766,137122.958311,56.19766,38682.958311,149.6,98440,168.01898,130772.702454,1125.88335,421810.612629,165.52126,11340.749996,109.1401,17029.829615,659.11714,387153.54,20.30898,1320.279122,171.79587,4966.213895,6380.73491,195042.170803,458.52754,14312.607085,2.74156,150.573689,455.78598,14162.033395,5922.20737,180729.563719,5383.87754,172231.804548,538.32983,8497.759171,134.60249,729.326792,112.7,278,21.47751,257.082946,0.42498,194.243846,95.19166,2625.289469,3993.06161,-,189.7416,-,3803.32001,-,145858,-,1034161,-,8756.22373,12964590.776509
Dec-2013,70.18756,7817506.066473,66.48922,5050273.492735,3.68874,1334764.587288,0.0096,1432467.98645,1.74905,4781900,0.15415,1393555,0.44147,944367,0.40664,428745,0.03483,515622,-,-,1.15343,2443978,1071.19961,858428.6709,588.0844,439891.303058,306.82427,278944.791261,99.52427,66156.791261,207.3,212788,176.29094,139592.576581,1001.41667,430883.558137,161.50771,10856.010431,102.08447,24294.892101,603.5814,392928.42,19.34004,1170.154219,114.90305,1634.081386,6285.57645,191754.104636,459.10624,13657.392398,2.73653,150.819161,456.36971,13506.573237,5826.47021,178096.712238,5303.51893,169902.374624,522.95128,8194.337613,107.8419212,715.651178,85.78723,247.521578,21.6040812,253.774378,0.45061,214.355223,88.9,2261,3911.92915,-,186.86136,-,3725.06779,-,141516,-,1025733,-,8537.9616612,12648720.064875
Nov-2013,63.77184,6500150.645939,60.25988,4146006.682475,3.50506,1104518.99703,0.0069,1249624.966434,1.78151,4311668,0.13909,1249180,0.54231,1039504,0.50539,499569,0.03692,539935,-,-,1.10011,2022984,970.10806,715158.780707,498.1543,359661.524005,319.87188,238804.419116,88.27188,84660.419116,231.6,154144,152.08188,116692.837586,914.80523,362698.141405,174.08547,10504.278005,103.15665,17062.165077,526.51429,333264.02,13.7744,881.598818,97.27442,986.079505,6039.43912,187444.094669,420.7424,12788.68145,2.35633,133.714251,418.38607,12654.967199,5618.69672,174655.413219,5102.46036,166264.843662,516.23636,8390.569558,96.4968004,620.442261,74.58982,192.568435,21.5362204,257.215923,0.37076,170.657904,81.3,1957,4002.11356,-,187.47076,-,3814.6428,-,137080,-,975772,-,8086.3956604,10828115.138549
Oct-2013,69.53309,7194540.081662,65.5197,4705788.380146,4.00443,1176618.715571,0.00896,1312132.985945,2.08896,4908434,0.14285,1382101,0.67728,1279281,0.63519,627706,0.04209,651575,-,-,1.26883,2247052,1127.25216,809824.224498,512.61573,375468.504906,428.62974,279909.904062,203.52974,137878.904062,225.1,142031,186.00669,154445.81553,997.28937,422654.494357,158.50152,10057.07629,182.58918,24104.169925,569.12269,386014.79,12.23796,731.837396,74.83802,1746.620746,6385.41037,196703.002618,453.75181,13639.116862,2.4742,144.345162,451.27761,13494.7717,5931.65856,183063.885756,5386.49053,174343.37103,545.16803,8720.514726,103.59762,689.334579,81.35775,211.773359,21.74275,242.948436,0.49712,234.612784,77.9,1954,3927.70648,-,185.78309,-,3741.92339,-,133313,-,963491,-,8685.16261,12220712.151769
Sep-2013,62.57367,7727131.555,58.55141,4913013.824,4.01291,1370508.463,0.00935,1443609.268,2.03598,5103970,0.15059,1668333,0.59478,1196383,0.55768,579258,0.0371,617125,-,-,1.29061,2239254,984.51661,698696.1173,409.79908,303651.1789,411.82019,269977.494,224.52019,148437.494,187.3,121540,162.89734,125067.4444,883.68305,376145.9449,161.26966,10713.02009,153.47925,21015.69324,512.46032,343435.9543,10.15087,552.75,46.3,429,5890.47606,174230.676,420.41541,12056.12737,2.29116,132.767581,418.12425,11923.35979,5470.06065,162174.5486,4938.58796,154667.0467,531.47269,7507.501936,108.04673,636.279822,87.37334,232.63642,20.3,220,0.37339,183.643402,71.6,1566,3863.69897,-,185.74936,-,3677.94961,-,130290,-,995941,-,7931.3,12637201
Aug-2013,62.06913,6755735.238741,58.11258,4265224.318909,3.94765,1243112.254736,0.0089,1247398.665096,1.86962,4926043,0.15864,1734095,0.44617,989636,0.41021,424780,0.03596,564856,-,-,1.26481,2202312,1064.80793,748140.986541,388.86211,288243.337828,460.60988,293246.380019,254.70988,160936.380019,205.9,132310,215.33594,166651.268693,853.41372,349689.599728,154.15071,9920.953189,189.07901,23877.72207,476.1667,315034.245221,7.86115,470.52,26.15615,386.159248,5955.22898,177414.19352,433.91518,12342.967607,2.39695,139.378258,431.51823,12203.589349,5521.3138,165071.225912,4969.32651,157061.566045,551.98729,8009.659867,108.92093,606.667936,86.76755,235.903121,21.8,209,0.35338,161.764815,67.62969,1412.775591,3807.80919,-,184.43838,-,3623.37081,-,126950,-,981193,-,8046.30141,11710231.021369
Jul-2013,65.80527,8077486.234383,61.54587,4821620.603735,4.24984,1420666.009983,0.00956,1835199.620665,2.3393,5825071,0.17508,1976477,0.73881,1388562,0.69722,718259,0.04159,670303,-,-,1.42541,2460032,1106.03246,795936.003326,403.35359,298218.773796,503.61191,330013.196167,281.71191,183910.196167,221.9,146103,199.06696,167704.033364,847.76391,383515.037941,158.7519,10188.678424,150.49067,27480.272979,504.18406,344438.616411,6.5,380,27.83728,1027.470127,5837.39867,178263.562705,444.27342,12677.071651,2.34708,136.058606,441.92634,12541.013045,5393.12525,165586.491054,4871.4856,157871.575496,521.63965,7714.915557,100.9,629.288531,79.4,220,21,208,0.5,201.288531,70.3,1284,3742.00039,-,187.82298,-,3554.17741,-,124072,-,967740,-,7960.23005,13425701.506222
Jun-2013,61.44291,7675553.634867,57.37755,4792952.486367,4.05682,1445390.438179,0.00854,1437210.710322,2.35436,5382077,0.14317,1538959,0.80901,1516688,0.76678,903288,0.04223,613400,-,-,1.40218,2326430,1036.25287,732945.79556,343.10049,261211.079844,475.45013,328832.866098,271.05013,192045.866098,204.4,136787,217.70225,142901.849618,725.76315,356651.351434,153.57994,10271.65847,125.16039,20763.222159,431.9065,325306.956624,4.71157,230.35,10.40475,79.164181,5528.04065,175891.285886,370.18287,11501.679309,2.14911,126.590225,368.03376,11375.089084,5157.85778,164389.606578,4681.44788,157314.071965,476.4099,7075.534612,90.37625,544.299996,70.1,189,19.9,190,0.37625,165.299996,66.3,1148,3676.44113,-,191.32467,-,3485.11646,-,121847,-,947825,-,7444.22165,12886452.657422
May-2013,66.94405,7167893.184174,62.56224,4493161.914011,4.37285,1379148.767574,0.00896,1295582.502589,3.04326,6445715,0.12372,1217645,1.53985,2676278,1.4729,1912565,0.04949,763713,-,-,1.39715,2551792,1036.34013,782091.5361,361.502,278328.113604,508.42076,363133.5927,283.92076,209095.59266,224.5,154038,166.41737,140629.829842,705.5965,354467.2,152.50219,9547.234354,94.18664,15356.988813,450.55749,329351.699839,3.75829,194.143637,4.59184,17.171153,5658.58482,181741.874395,405.1003,12597.201515,2.28909,133.37944,402.81121,12463.822076,5253.48452,169144.67288,4778.55168,161436.627544,474.93284,7708.045335,91.9,617.33118,70.1,198,21.3,213,0.5,206.33118,68.7,1194,3618.35794,-,195.89918,-,3422.45876,-,118867,-,929929,-,7562.39975,13636943.661
Apr-2013,64.63974,7464176.647546,60.39055,4536217.363994,4.24219,1569894.635433,0.007,1358064.648119,2.23844,5474218,0.12372,1298341,0.90972,1624821,0.87041,1021301,0.03931,603520,-,-,1.205,2551056,1091.176,858117.045738,358.2342,293567.474031,548.7851,404675.84215,315.5851,243882.84215,233.2,160793,184.1567,159873.729558,666.30502,353615.508741,155.67269,9483.548981,99.93665,19159.035059,406.59106,324795.989338,2.74428,143.92,1.36034,33.015363,5566.73177,176724.630891,379.68114,12550.998181,2.28604,132.749503,377.3951,12418.248678,5187.05063,164173.63271,4734.18167,156553.80582,452.86896,7619.82689,86.80184,577.931298,66.3,176,20,190,0.50184,211.931298,63.2677,989.008221,3564.20556,-,195.53677,-,3368.66879,-,116378,-,913867,-,7477.88581,12969365.116095
Mar-2013,72.95192,9068393.829,68.32069,6003757.374,4.62327,1737197.901,0.00796,1327438.555,2.06,4779381,0.13,1107641,0.63,1183304,0.6,653237,0.03,530067,-,-,1.3,2488436,1187.51228,982454.9896,314.30189,253949.7238,664.66858,536719.1787,386.17338,295709.2252,278.4952,241009.9536,208.54181,191786.0871,739.23463,386867.5336,153.86563,9522.205379,111.47316,17054.5887,470.89584,360165.7395,3,125,-,-,5632.23516,173598.8929,358.42252,11271.02713,2.2577,149.285105,356.16482,11121.74203,5273.81264,162327.8657,4820.04645,155640.5611,453.76619,6687.304678,103.5371672,561.396737,65.99441,174.697616,37.1349872,209.978211,0.40777,176.72091,64,992,3507.51017,-,195.54297,-,3311.9672,-,114014,-,854290,-,7737.5,14063819
Feb-2013,58.22096,6389047.648,54.60592,4071671.991,3.60804,1216598.802,0.007,1100776.855,1.93691,4163911,0.12728,990650,0.70144,1289652,0.66549,724947,0.03595,564705,-,-,1.10819,1883609,1113.45395,761589.4072,261.03513,200126.7054,669.51153,402029.5475,343.77633,243561.2406,325.7352,158468.3069,182.90729,159433.1543,622.06177,278500.9466,149.90149,9273.126463,87.02583,13106.04011,382.93445,256034.78,2.2,87,-,-,5016.075172,155400.2823,331.2148123,10221.02056,1.99523,117.414875,329.2195823,10103.60569,4684.86036,145179.2617,4278.00442,139066.6723,406.85594,6112.589406,73.29987,472.726526,54.05269,147.482293,18.92122,187.737067,0.32596,137.507166,54.4,807,3448.86905,-,192.35148,-,3256.51757,-,109629,-,828115,-,6885,10648145
Jan-2013,62.85445,7045474.377,58.8083,4371366,4.03862,1428839,0.00753,1245269.377,2.58463,4981124,0.14252,1139176,1.06495,1574623,1.0315,1095005,0.03345,479618,-,-,1.37716,2267325,1082.5263,820781.3548,253.59835,196074.8155,649.87454,457316.2349,401.00091,289826.3549,248.87363,167489.8799,179.05341,167390.3045,598.3,303271,139.9,13220,73.3,8500,383.6,281488,1.5,63,-,-,5318.37033,169004.8316,372.16857,11514.84472,2.11402,122.813655,370.05455,11392.03107,4946.20176,157489.9869,4513.09699,149474.525,433.10477,8015.461898,66.82868,491,46.6,131,19.8,193,0.42868,167,55.54327,624.85426,3393.88607,-,190.38319,-,3203.50288,-,107875,-,812874,-,7131.5,12074877
Dec-2012,60.33234,6872992.75,56.49279,4412022.949,3.83321,1315767.474,0.00634,1145202.327,1.78572,3970359,0.1325,995670,0.47783,830866,0.44647,463812,0.03136,367054,-,-,1.17539,2143823,1078.16317,791486.7189,250.27467,191313.0876,647.10808,447508.7167,401.5585,285279.5058,245.54958,162229.2109,180.78042,152664.9146,575.39272,288724.2248,149.98111,9010.447782,68.93509,12906.297,355.4,266768,1.07652,39.48,-,-,5280.00648,164290.1618,363.19754,11256.1031,2.15268,123.9131,361.04486,11132.19,4916.80894,153034.0587,4485.5121,146124.6926,431.29684,6909.366047,71.8,818,41.7,152,29.6,458,0.5,208,52.2,598,3333.0234,-,188.65537,-,3144.36803,-,105784,-,799702,-,7067.5,10943469
Nov-2012,55.50378,5611559.358,51.87798,3571731.853,3.61953,1105724.958,0.00627,934102.5468,1.5907,3572563,0.11512,846694,0.39401,818474,0.35849,342552,0.03552,475922,-,-,1.08157,1907395,1031.83505,766074.5847,223.38,172205.27,633.0668,436940.1701,388.06984,276056.2018,244.99696,160883.9682,175.38825,156929.1446,576.08248,253982.0223,149.82062,9139.291641,88.66243,14661.36,337.098,230155.37,0.50143,26.0007,-,-,5086.294042,163640.031,342.0197824,11212.49484,2.05079,121.041634,339.9689924,11091.45321,4744.27426,152427.5362,4275.33189,145207.4267,468.94237,7220.109511,61.84041,823.090312,31.27235,96.152931,30.13938,524.79365,0.42868,202.143731,47.2,539,3281.45207,-,186.67689,-,3094.77518,-,103968,-,784642,-,6813.1,9434540
Oct-2012,58.34118,9227640.006,54.56508,4192526,3.76857,1253353,0.00753,3781761.006,1.92785,4263886,0.12971,1046892,0.56102,1034664,0.52394,511253,0.03708,523411,-,-,1.23712,2182330,1191.12672,890821.2855,245.46384,186326.1911,759.25009,497642.5939,444.43637,304380.7072,314.81372,193261.8868,186.41279,206852.5005,640.35732,278609.4943,150.70846,8851.234535,140.71845,16316.86687,348.437,253420.4875,0.49341,20.9054,-,-,5184.5752,159407.7498,358.44941,10992.56771,2.61213,128.224814,355.83728,10864.3429,4826.12579,148415.1821,4429.49609,141635.8037,396.6297,6779.378396,57.00896,721.956535,26.77029,64.719205,29.84119,483.756348,0.39748,173.480982,44.37205,497.6473,3253.66418,-,185.33052,-,3068.33366,-,102542,-,764674,-,7133.3,11039325
Sep-2012,50.987,9090044.931,47.46863,4535591.421,3.51118,1264109.708,0.00719,3290343.802,1.81134,4194364,0.13242,1155538,0.6095,975478,0.57447,549823,0.03503,425655,-,-,1.06942,2063348,1007.41034,743445.4567,211.39987,165508.6239,629.56906,445467.0277,389.49078,274140.6329,240.07828,171326.3948,166.44141,132469.8051,586.60947,251811.5379,143.65541,8547.984116,147.30884,13637.36426,295.04419,229608.2823,0.60103,17.9073,-,-,4874.77172,145820.1981,306.26262,9501.929789,1.98862,135.391745,304.274,9366.538043,4568.5091,136318.2683,4201.41864,130674.6124,367.09046,5643.655862,51.2,727.810984,22.34703,49.34045,28.40242,491.604629,0.43342,186.865906,38.97614,410.451901,3208.6143,-,183.79623,-,3024.81807,-,101646,-,741859,-,6572.8,11135870
Aug-2012,51.26682,8336091.106,47.85783,4046832.341,3.40156,1189821.996,0.00743,3099436.769,1.68434,4093752,0.13304,1102640,0.50594,888929,0.4679,448944,0.03804,439985,-,-,1.04536,2102183,1074.42229,782593.9133,206.88707,164673.383,691.60293,476942.687,434.76293,314770.607,256.84,162172.08,175.93229,140977.8433,579.06556,237694.3634,146.95901,8329.429039,136.36248,17967.28935,293.71866,211383.1318,2.02541,14.5132,-,-,4953.92513,148605.4343,327.33961,9706.101807,2.09236,121.748795,325.24725,9584.353011,4626.58552,138899.3325,4246.58556,133012.8806,380,5886.451879,40.70717,635.899802,10.7736,22.128221,29.60682,464.134372,0.32675,149.637209,39.7,355,3168.09707,-,182.37281,-,2985.72426,-,100620,-,709478,-,6701.1,10499936
Jul-2012,54.76131,8829804.475,51.07327,4190325.276,3.68022,1283202.252,0.00782,3356276.946,1.91026,4160945,0.13325,992893,0.5619,943677,0.52565,510403,0.03625,433274,-,-,1.21511,2224375,1131.77788,827699.7647,214.09231,170507.9508,734.26163,507653.8605,458.82832,329808.1276,275.43,177845.73,183.42394,149537.9534,573.29178,239988.9768,146.97088,8349.627768,133.41581,20727.51653,292.54732,210899.7379,0.35777,12.0946,-,-,5039.2277,151547.7191,335.77295,9994.249542,2.0525,119.689663,333.72045,9874.559879,4703.45475,141553.4695,4334.49531,135766.3838,368.95944,5787.085712,37.44257,651.59139,6.76915,14.65635,30.27525,473.407549,0.39817,163.527491,37,338,3122.30691,-,181.52748,-,2940.77943,-,100047,-,694126,-,6838.4,10854361
Jun-2012,55.03532,11637356.7292,51.23763,4992298.4865,3.78958,1466057.8463,0.00811,5179000.3963,1.89736,4296019,0.13283,997439,0.66453,1059435,0.627,590285,0.03753,469150,-,-,1.1,2239145,1062.7375,990594.8515,188.03402,157086.8133,692.38598,498556.3567,432.17598,320194.9767,260.21,178361.38,182.3,334952,514.66942,231053.2804,144.28566,8141.9092,98.14253,15688.5663,272.03077,207212.03,0.21046,10.7749,-,-,4998.73967,145100.4047,297.08109,9115.0209,1.94256,88.0696,295.13853,9026.9514,4701.65858,135985.3838,4371.101,130912.4598,330.55758,5072.924,32.60761,651.7318,4.64643,10.3361,27.497,446.5033,0.46418,194.8924,34.4,307,3086.91571,-,180.13578,-,2906.77993,-,99218,-,682958,-,6665.67877,12121775.6012
May-2012,55.6378,10654339.9089,51.70807,3521900.3063,3.92126,1518870.6129,0.00847,5613568.9897,1.85612,4096220,0.13884,881549,0.46182,765995,0.42779,372713,0.03403,393282,-,-,1.25546,2448676,1123.62182,820062.4059,197.72697,162620.5777,764.55303,520597.0023,455.99303,335567.2123,308.56,185029.79,161.3,136845,477.95681,218946.9101,145.49221,8011.6097,59.99841,11449.5379,272.2608,199476.9279,0.20539,8.8345,-,-,5227.27116,147324.3395,303.61972,9420.8474,1.95616,113.527,301.66356,9307.3204,4923.65144,137903.4921,4602.63881,132792.557,321.01263,5110.9351,37.1,791,6.60608,9.424,30.05167,599.9376,0.43633,181.91,33.46743,286.5454,3042.17051,-,179.00756,-,2863.16295,-,98074,-,671834,-,6923.43524,10324115.5747
Apr-2012,49.29231,9872259.9298,45.84741,3389759.7923,3.43789,1604776.075,0.00701,4877724.0625,1.51562,3587325,0.11639,791257,0.39467,629701,0.36821,329059,0.02646,300642,-,-,1.00456,2166367,1049.97525,839209.7098,184.22606,157559.1814,697.25509,523023.465,431.82509,335302.495,265.43,187720.97,168.5,158627,457.67097,218663.7035,143.77842,7913.4124,76.43301,15112.7189,237.31064,195629.8437,0.1489,7.7286,-,-,5133.30584,143325.2306,296.75142,10220.5574,1.91696,101.8743,294.83446,10118.6831,4836.55442,133104.6732,4526.14082,128033.0654,310.4136,5071.6078,36,576,9.454,129,26.29544,429.4644,0.29902,18.1694,31.78405,234.5678,2996.68568,-,177.72203,-,2818.96365,-,96742,-,667963,-,6727.75298,9783635.5113
Mar-2012,63.4,14053423,59.1,4966994,4.3,1750413,0.01,7336017,1.5,3581421,0.1,949556,0.3,508723,0.3,229346,0.03,279377,-,-,1.1,2123142,1295.3,1001321,217.8,188260,846.4,627375,528.4,409505,318,217870,231.1,185686,506.5,261637,147.9,7747,87.3,13492,271.1,240389,0.2,9,-,-,5306.5,145328,289.5,8958,2,121,287.4,8837,5017,136370,4710.3,131717,306.7,4653,36.2,849,-,-,-,-,-,-,31.2,233,2959.4,-,176.5,-,2782.8,-,95686,-,660920,-,7209.4,11707963
Feb-2012,50.2,10740224,46.8,3200965,3.4,1110070,0.01,6429190,1.6,3305794,0.1,761801,0.4,621892,0.4,341994,0.03,279898,-,-,1,1922101,1054.4,760298,186.4,147505,689.9,483609,438.2,316488,251.7,167120,178.1,129185,458.1,195532,139.5,7541,102.2,11483,216.3,176503,0.1,6,-,-,4870.9,133678,267.7,8304,2,108,265.7,8197,4603.2,125373,4322.5,120984,280.7,4389,29.9,525,-,-,-,-,-,-,28,196,2912.2,-,175.7,-,2736.5,-,90524,-,646228,-,6465.1,8706862
